family_key,family_title,brands,variant_count,variant_codes,variant_labels,colors,sizes,supplier_codes,gtins,min_msrp,max_msrp,image_count,source_urls
919050,ΝΤΟΣΙΕ Β5 PP POLO,POLO,6,2000|3000|3100|5000|6800|7100,DOMINO,,O/S,919050-2000|919050-3000|919050-3100|919050-5000|919050-6800|919050-7100,,3.80,3.80,6,https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-2000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-3100/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-5000/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-6800/|https://www.polo.gr/bags/back2school/grafiki/el-dossier-b5-pp-polo-7100/
919059,ΤΕΤΡΑΔΙΟ ΚΑΡΦΙΤΣΑ Α4 50Φ,POLO,6,3000|4700|5300|6100|7100|7300,DOMINO,,O/S,919059-3000|919059-4700|919059-5300|919059-6100|919059-7100|919059-7300,,2.40,2.40,7,https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-red-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-purple-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-light-blue-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-light-green-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-yellow-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-a4-50-pages-059-orange-2/
919069,ΤΕΤΡΑΔΙΟ ΚΑΡΦΙΤΣΑ B5 50Φ,POLO,6,3000|4700|5300|6100|7100|7300,DOMINO,,O/S,919069-3000|919069-4700|919069-5300|919069-6100|919069-7100|919069-7300,,1.60,1.60,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-red-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-purple-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-light-blue-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-light-green-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-yellow-2/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-simple-b5-50-pages-069-orange-2/
919080,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE Β5 1Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,3000|DOMINO,,O/S,919080-3000|919080-4700|919080-5200|919080-6200|919080-7100|919080-7300,5201927089016,3.20,3.20,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-1sub-polo-7300/
919081,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE Β5 2Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919081-3000|919081-4700|919081-5200|919081-6200|919081-7100|919081-7300,,4.30,4.30,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-2sub-polo-7300/
919082,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE Β5 3Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919082-3000|919082-4700|919082-5200|919082-6200|919082-7100|919082-7300,,5.40,5.40,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-b5-3sub-polo-7300/
919083,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE A4 1Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919083-3000|919083-4700|919083-5200|919083-6200|919083-7100|919083-7300,,3.60,3.60,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-1sub-polo-7300/
919084,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE A4 2Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919084-3000|919084-4700|919084-5200|919084-6200|919084-7100|919084-7300,,5.00,5.00,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-2sub-polo-7300/
919085,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE A4 3Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919085-3000|919085-4700|919085-5200|919085-6200|919085-7100|919085-7300,,6.30,6.30,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-3sub-polo-7300/
919086,ΤΕΤΡΑΔΙΟ SPIRAL CLASSIC NOTE A4 4Θ POLO.GR,POLO,6,3000|4700|5200|6200|7100|7300,DOMINO,,O/S,919086-3000|919086-4700|919086-5200|919086-6200|919086-7100|919086-7300,,8.10,8.10,6,https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-3000/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-4700/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-5200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-6200/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-7100/|https://www.polo.gr/bags/back2school/grafiki/el-notebook-spiral-classic-note-a4-4sub-polo-7300/
926925,ΦΑΡΜΑΚΕΙΟ (Μ),POLO,1,03,03,,O/S,926925-03,5201927071769,19.00,19.00,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-first-aid-medium/
926926,ΦΑΡΜΑΚΕΙΟ (L),POLO,1,03,DOMINO,,O/S,926926-03,,39.90,39.90,1,https://www.polo.gr/bags/travel/el-travel-accessories/el-first-aid-large/
927001,ΚΟΡΔΟΝΙ ΛΑΙΜΟΥ ΓΙΑ ΚΙΝΗΤΟ,POLO,6,2000|2025|4400|4700|6000|8410,DOMINO,,O/S,927001-2000|927001-2025|927001-4400|927001-4700|927001-6000|927001-8410,,6.40,6.40,6,https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-2000-2/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-2025/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-4400/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-4700/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-6000/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-8410/
927002,ΚΟΡΔΟΝΙ ΛΑΙΜΟΥ ΑΛΥΣΙΔΑ ΓΙΑ ΚΙΝΗΤΟ,POLO,6,2000|2200|3900|4000|4500|5200,DOMINO,,O/S,927002-2000|927002-2200|927002-3900|927002-4000|927002-4500|927002-5200,,6.60,6.60,6,https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-2000/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-2200/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-3900/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-4000/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-4500/|https://www.polo.gr/bags/back2school/school-accessories/el-neck-cord-celly-5200/
927003,ΚΟΡΔΟΝΙ ΜΠΡΕΛΟΚ ΓΙΑ ΚΙΝΗΤΟ,POLO,6,2000|2025|3025|4500|4700|5200,DOMINO,,O/S,927003-2000|927003-2025|927003-3025|927003-4500|927003-4700|927003-5200,,6.00,6.00,8,https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-2000/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-2025/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-3025/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-4500/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-4700/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-celly-5200/
927004,ΚΟΡΔΟΝΙ ΜΠΡΕΛΟΚ,POLO,6,2000|2200|4700|6500|7300|8219,DOMINO,,O/S,927004-2000|927004-2200|927004-4700|927004-6500|927004-7300|927004-8219,,5.90,5.90,6,https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-2000/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-2200/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-4700/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-6500/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-7300/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-cord-8219/
927005,ΜΠΡΕΛΟΚ ORIGINAL BAG,POLO,6,2000|2033|3000|4558|4700|5200,DOMINO,,O/S,927005-2000|927005-2033|927005-3000|927005-4558|927005-4700|927005-5200,,11.00,11.00,8,https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-2000/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-2033/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-3000/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-4558/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-4700/|https://www.polo.gr/bags/back2school/school-accessories/el-keyring-original-bag-5200/
927006,ΜΠΡΕΛΟΚ CLIP ‘N’ ZIP,POLO,12,8462|8463|8464|8465|8466|8467|8468|8469|8470|8471|8472|8473,DOMINO,,O/S,927006-8462|927006-8463|927006-8464|927006-8465|927006-8466|927006-8467|927006-8468|927006-8469|927006-8470|927006-8471|927006-8472|927006-8473,,8.00,8.00,12,https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8462/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8463/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8464/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8465/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8466/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8467/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8468/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8469/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8470/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8471/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8472/|https://www.polo.gr/bags/back2school/school-accessories/el-clip-n-zip-8473/
927025SET12,ΜΙΝΙ ΚΑΡΑΜΠΙΝΕΡ POLO,POLO,1,0000,DOMINO,,O/S,927025SET12-0000,,0.80,0.80,5,https://www.polo.gr/bags/travel/el-travel-accessories/el-mini-carabiner-polo/
935001,ΖΩΝΗ ΜΕΣΗΣ 125CM,POLO,3,2000|5100|7400,DOMINO,,O/S,935001-2000|935001-5100|935001-7400,,6.00,6.00,3,https://www.polo.gr/bags/travel/el-travel-accessories/el-polo-belt-125cm-2000/|https://www.polo.gr/bags/travel/el-travel-accessories/el-polo-belt-125cm-5100/|https://www.polo.gr/bags/travel/el-travel-accessories/el-polo-belt-125cm-7400/
937001,ΚΑΣΕΤΙΝΑ CRYPTIC,POLO,3,2002|5001|6501,2002|Navy|6501,Μπλε,O/S,937001-2002|937001-5001|937001-6501,5201927143084|5201927143091|5201927143077,14.00,14.00,3,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-cryptic-2002/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-cryptic-5001/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-cryptic-6501/
937003,ΚΑΣΕΤΙΝΑ BOX,POLO,10,2000|2501|2620|3938|4438|4532|4749|4945|6139|7432,2000|2501|2620|Logo|4532|4749,,O/S,937003-2000|937003-2501|937003-2620|937003-3938|937003-4438|937003-4532|937003-4749|937003-4945|937003-6139|937003-7432,5201927107918|5201927150815|5201927150730|5201927150785|5201927150747|5201927150723|5201927150716,9.00,9.00,10,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-2501/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-2620/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-3938/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-4438/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-4532/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-4749/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-4945/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-6139/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-box-iv-7432/
937004,ΚΑΣΕΤΙΝΑ DUO BOX,POLO,11,2000|2620|3324|3947|4649|4859|5644|5853|6357|6558|6963,Cord Logo|Logo|3947|6963,,O/S,937004-2000|937004-2620|937004-3324|937004-3947|937004-4649|937004-4859|937004-5644|937004-5853|937004-6357|937004-6558|937004-6963,5201927107970|5201927150822|5201927150846|5201927150860|5201927150891|5201927150839|5201927150877|5201927150853|5201927150884|5201927150914|5201927150907,9.00,9.00,11,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-2620/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-3324/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-3947/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-4649/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-4859/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-5644/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-5853/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-6357/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-6558/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-duo-box-iv-dos-6963/
937006,ΚΑΣΕΤΙΝΑ ORIGINAL WALLET,POLO,24,2000|2620|2900|3000|3324|3947|4438|4532|4649|4859|5000|5644|5853|6357|6558|7432|8411|8412|8413|8414|8415|8416|8417|8418,Cord|2620|2900|3000|Logo|4532|4859|5000|6357|Gradient,,O/S,937006-2000|937006-2620|937006-2900|937006-3000|937006-3324|937006-3947|937006-4438|937006-4532|937006-4649|937006-4859|937006-5000|937006-5644|937006-5853|937006-6357|937006-6558|937006-7432|937006-8411|937006-8412|937006-8413|937006-8414|937006-8415|937006-8416|937006-8417|937006-8418,5201927108076|5201927150570|5201927108083|5201927108090|5201927150600|5201927150624|5201927150587|5201927150563|5201927150655|5201927150594|5201927115326|5201927150631|5201927150617|5201927150648|5201927150662|5201927150556|5201927150471|5201927150488|5201927150495|5201927150501|5201927150518|5201927150525|5201927150532|5201927150549,6.50,6.50,28,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-original-wallet-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-2620/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-original-wallet-2900/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-original-wallet-3000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-3324/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-3947/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-4438/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-4532/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-4649/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-4859/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-original-wallet-5000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-5644/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-5853/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-6357/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-6558/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-dos-7432/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8411/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8412/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8413/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8414/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8415/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8416/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8417/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-wallet-v-degr-8418/
937008,ΚΑΣΕΤΙΝΑ ROLL,POLO,12,2000|2001|2501|2600|3000|3600|3900|4100|4601|5802|6501|6600,Cord|Roll|6600,,O/S,937008-2000|937008-2001|937008-2501|937008-2600|937008-3000|937008-3600|937008-3900|937008-4100|937008-4601|937008-5802|937008-6501|937008-6600,5201927124182|5201927124199|5201927124243|5201927124250|5201927124205|5201927124212|5201927124229|5201927124267|5201927124274|5201927124281|5201927124298|5201927124236,5.00,5.00,12,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-vinyl-2001/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-2501/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-2600/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-vinyl-3000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-3600/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-vinyl-3900/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-4100/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-4601/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-5802/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-cord-6501/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-roll-vinyl-6600/
937013,ΚΑΣΕΤΙΝΑ ANIMALITY,POLO,6,8456|8457|8458|8459|8460|8461,Kitty|Unicorn|Snail|Hedgehog|Shark Navy|Penguin,Μπλε,O/S,937013-8456|937013-8457|937013-8458|937013-8459|937013-8460|937013-8461,5201927144708|5201927144715|5201927144722|5201927144739|5201927144746|5201927144753,9.90,9.90,6,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8456/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8457/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8458/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8459/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8460/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-animality-8461/
937014,ΚΑΣΕΤΙΝΑ PINS,POLO,8,2000|3400|4300|4501|5200|6400|6700|7700,2000|3400|4300|4501|Navy|6400|6700|7700,Μπλε,O/S,937014-2000|937014-3400|937014-4300|937014-4501|937014-5200|937014-6400|937014-6700|937014-7700,5201927149901|5201927149963|5201927149918|5201927149970|5201927149932|5201927149925|5201927149949|5201927149956,5.00,5.00,8,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-3400/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-4300/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-4501/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-5200/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-6400/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-6700/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-pins-7700/
937015,ΚΑΣΕΤΙΝΑ HANDLE,POLO,5,2000|8115|8309|8411|8418,2000|8115|8309|8411|8418,,O/S,937015-2000|937015-8115|937015-8309|937015-8411|937015-8418,5201927150006|5201927150013|5201927150020|5201927150037|5201927150044,10.00,10.00,5,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-handle-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-handle-8115/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-handle-8309/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-handle-8411/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-handle-8418/
937017,ΚΑΣΕΤΙΝΑ TRES,POLO,6,2000|3300|4300|4500|5000|6800,2000|3300|4300|4500|Navy|Mint,Μπλε,O/S,937017-2000|937017-3300|937017-4300|937017-4500|937017-5000|937017-6800,5201927150075|5201927150099|5201927150082|5201927150112|5201927150105|5201927150129,9.00,9.00,6,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-2000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-3300/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-4300/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-4500/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-5000/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-tres-6800/
937019,ΚΑΣΕΤΙΝΑ RUBBER,POLO,8,8435|8436|8437|8438|8440|8441|8442|8443,Flowers|Butterfly|Army|Grey Pattern|Smile|Fairy|Basketball|Gaming,Γκρι,O/S,937019-8435|937019-8436|937019-8437|937019-8438|937019-8440|937019-8441|937019-8442|937019-8443,5201927150150|5201927150167|5201927150174|5201927150181|5201927150198|5201927150204|5201927150211|5201927150228,12.00,12.00,8,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8435/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8436/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8437/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8438/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8440/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8441/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8442/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-rubber-8443/
937055,ΚΑΣΕΤΙΝΑ FREELY,POLO,4,8419|8420|8421|8422,Butterfly|Unicorn|8421|Motorcycle,,O/S,937055-8419|937055-8420|937055-8421|937055-8422,5201927142278|5201927142285|5201927142292|5201927142308,15.00,15.00,6,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-freely-8419/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-freely-8420/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-freely-8421/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-freely-8422/
937056,ΚΑΣΕΤΙΝΑ ORBIT,POLO,4,8423|8424|8425|8426,8423|8424|Fox|Mermaid,,O/S,937056-8423|937056-8424|937056-8425|937056-8426,5201927142438|5201927142445|5201927142452|5201927142469,15.00,15.00,4,https://www.polo.gr/bags/back2school/kasetines/el-backback-orbit-8423/|https://www.polo.gr/bags/back2school/kasetines/el-backback-orbit-8424/|https://www.polo.gr/bags/back2school/kasetines/el-backback-orbit-8425/|https://www.polo.gr/bags/back2school/kasetines/el-backback-orbit-8426/
937072,ΚΑΣΕΤΙΝΑ KINETIC,POLO,4,8427|8428|8429|8430,Ninja|Hacker|Fairytale|Notes,,O/S,937072-8427|937072-8428|937072-8429|937072-8430,5201927142650|5201927142667|5201927142674|5201927142681,9.00,9.00,4,https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-kinetic-8427-2/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-kinetic-8428-2/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-kinetic-8429-2/|https://www.polo.gr/bags/back2school/kasetines/el-pencil-case-kinetic-8430-2/
